@relation train-weka.filters.unsupervised.attribute.NumericToBinary-Rlast

@attribute 'Reaction number' numeric
@attribute 'Reactant 1 name' {CuCl2*2H2O}
@attribute 'Reactant 1 mass (g)' numeric
@attribute 'Reactant 2 name' {HF}
@attribute 'Reactant 2 mass (g)' numeric
@attribute 'Reactant 3 name' {R-aqnHCl}
@attribute 'Reactant 3 mass (g)' numeric
@attribute 'Reactant 4 name' {x}
@attribute 'Reactant 4 mass (g)' numeric
@attribute 'Reactant 5 name' {water}
@attribute 'Reactant 5 mass (g)' numeric
@attribute 'Temp (C)' numeric
@attribute 'Time (h)' numeric
@attribute 'Slow cool' {yes}
@attribute 'pH (x = unknown)' numeric
@attribute Leak {no}
@attribute 'purity (0 = no data in notebook, 1 = multiphase; 2 = single phase)' numeric
@attribute 'outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)' numeric
@attribute Notes string

@data
151.12,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,24,yes,1,no,2,4,?
151.121,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,24,yes,3,no,2,4,?
151.122,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,24,yes,5,no,2,4,?
151.123,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,24,yes,7,no,2,4,?
151.124,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,36,yes,1,no,2,4,?
151.125,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,36,yes,3,no,2,4,?
151.126,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,36,yes,5,no,2,4,?
151.127,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,36,yes,7,no,2,4,?
151.128,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,48,yes,1,no,2,4,?
151.129,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,48,yes,3,no,2,4,?
151.13,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,48,yes,5,no,2,4,?
151.131,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,130,48,yes,7,no,2,4,?
151.132,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,24,yes,1,no,2,4,?
151.133,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,24,yes,3,no,2,4,?
151.134,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,24,yes,5,no,2,4,?
151.135,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,24,yes,7,no,2,4,?
151.136,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,36,yes,1,no,2,4,?
151.137,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,36,yes,3,no,2,4,?
151.138,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,36,yes,5,no,2,4,?
151.139,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,36,yes,7,no,2,4,?
151.14,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,48,yes,1,no,2,4,?
151.141,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,48,yes,3,no,2,4,?
151.142,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,48,yes,5,no,2,4,?
151.143,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,150,48,yes,7,no,2,4,?
152,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,9,90,24,yes,1,no,2,4,?
152.49,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,3,no,2,4,?
152.5,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,5,no,2,4,?
152.51,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,7,no,2,4,?
152.52,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,1,no,2,4,?
152.53,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,3,no,2,4,?
152.54,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,5,no,2,4,?
152.55,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,7,no,2,4,?
152.56,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,1,no,2,4,?
152.57,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,3,no,2,4,?
152.58,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,5,no,2,4,?
152.59,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,7,no,2,4,?
152.6,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,1,no,2,4,?
152.61,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,3,no,2,4,?
152.62,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,5,no,2,4,?
152.63,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,7,no,2,4,?
152.64,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,1,no,2,4,?
152.65,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,3,no,2,4,?
152.66,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,5,no,2,4,?
152.67,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,7,no,2,4,?
152.68,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,1,no,2,4,?
152.69,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,3,no,2,4,?
152.7,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,5,no,2,4,?
152.71,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,7,no,2,4,?
152.72,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,1,no,2,4,?
152.73,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,3,no,2,4,?
152.74,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,5,no,2,4,?
152.75,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,7,no,2,4,?
152.76,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,1,no,2,4,?
152.77,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,3,no,2,4,?
152.78,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,5,no,2,4,?
152.79,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,7,no,2,4,?
152.8,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,1,no,2,4,?
152.81,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,3,no,2,4,?
152.82,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,5,no,2,4,?
152.83,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,7,no,2,4,?
152.84,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,1,no,2,4,?
152.85,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,3,no,2,4,?
152.86,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,5,no,2,4,?
152.87,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,7,no,2,4,?
152.88,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,1,no,2,4,?
152.89,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,3,no,2,4,?
152.9,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,5,no,2,4,?
152.91,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,7,no,2,4,?
152.92,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,1,no,2,4,?
152.93,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,3,no,2,4,?
152.94,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,5,no,2,4,?
152.95,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,7,no,2,4,?
152.96,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,1,no,2,4,?
152.97,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,3,no,2,4,?
152.98,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,5,no,2,4,?
152.99,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,7,no,2,4,?
152.1,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,1,no,2,4,?
152.101,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,3,no,2,4,?
152.102,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,5,no,2,4,?
152.103,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,7,no,2,4,?
152.104,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,1,no,2,4,?
152.105,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,3,no,2,4,?
152.106,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,5,no,2,4,?
152.107,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,7,no,2,4,?
152.108,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,1,no,2,4,?
152.109,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,3,no,2,4,?
152.11,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,5,no,2,4,?
152.111,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,7,no,2,4,?
152.112,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,1,no,2,4,?
152.113,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,3,no,2,4,?
152.114,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,5,no,2,4,?
152.115,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,7,no,2,4,?
152.116,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,1,no,2,4,?
152.117,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,3,no,2,4,?
152.118,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,5,no,2,4,?
152.119,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,7,no,2,4,?
152.12,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,1,no,2,4,?
152.121,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,3,no,2,4,?
152.122,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,5,no,2,4,?
152.123,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,7,no,2,4,?
152.124,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,1,no,2,4,?
152.125,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,3,no,2,4,?
152.126,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,5,no,2,4,?
152.127,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,7,no,2,4,?
152.128,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,1,no,2,4,?
152.129,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,3,no,2,4,?
152.13,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,5,no,2,4,?
152.131,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,7,no,2,4,?
152.132,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,1,no,2,4,?
152.133,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,3,no,2,4,?
152.134,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,5,no,2,4,?
152.135,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,7,no,2,4,?
152.136,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,1,no,2,4,?
152.137,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,3,no,2,4,?
152.138,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,5,no,2,4,?
152.139,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,7,no,2,4,?
152.14,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,1,no,2,4,?
152.141,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,3,no,2,4,?
152.142,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,5,no,2,4,?
152.143,CuCl2*2H2O,78.42218,HF,9.202916,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,7,no,2,4,?
153,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,9,90,24,yes,1,no,2,4,?
153.49,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,24,yes,3,no,2,4,?
153.5,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,24,yes,5,no,2,4,?
153.51,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,24,yes,7,no,2,4,?
153.52,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,1,no,2,4,?
153.53,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,3,no,2,4,?
153.54,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,5,no,2,4,?
153.55,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,7,no,2,4,?
153.56,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,1,no,2,4,?
153.57,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,3,no,2,4,?
153.58,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,5,no,2,4,?
153.59,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,7,no,2,4,?
153.6,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,1,no,2,4,?
153.61,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,3,no,2,4,?
153.62,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,5,no,2,4,?
153.63,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,7,no,2,4,?
153.64,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,1,no,2,4,?
153.65,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,3,no,2,4,?
153.66,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,5,no,2,4,?
153.67,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,7,no,2,4,?
153.68,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,1,no,2,4,?
153.69,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,3,no,2,4,?
153.7,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,5,no,2,4,?
153.71,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,7,no,2,4,?
153.72,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,1,no,2,4,?
153.73,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,3,no,2,4,?
153.74,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,5,no,2,4,?
153.75,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,7,no,2,4,?
153.76,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,1,no,2,4,?
153.77,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,3,no,2,4,?
153.78,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,5,no,2,4,?
153.79,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,7,no,2,4,?
153.8,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,1,no,2,4,?
153.81,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,3,no,2,4,?
153.82,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,5,no,2,4,?
153.83,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,7,no,2,4,?
153.84,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,1,no,2,4,?
153.85,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,3,no,2,4,?
153.86,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,5,no,2,4,?
153.87,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,7,no,2,4,?
153.88,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,1,no,2,4,?
153.89,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,3,no,2,4,?
153.9,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,5,no,2,4,?
153.91,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,7,no,2,4,?
153.92,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,1,no,2,4,?
153.93,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,3,no,2,4,?
153.94,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,5,no,2,4,?
153.95,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,7,no,2,4,?
153.96,CuCl2*2H2O,78.42218,HF,1.600507,R-aqnHCl,91.59566,x,-1,water,45,90,24,yes,1,no,2,4,?
